Main-Item,Number of Triples,Summary 1,Target
http://www.wikidata.org/entity/Q557195,2,براسدورف هي بلدية في منطقة بلون، في شليسفيغ هولشتاين، ألمانيا.,Prasdorf estas komunumo en Germanio.
http://www.wikidata.org/entity/Q33568,2,السنة 298 (كسكفي) كان عاما شائعا ابتداء من يوم السبت (رابط سيعرض التقويم الكامل) للتقويم جوليان.,"En la jaro 298 post Kristo okazis, interalie:"
http://www.wikidata.org/entity/Q1750082,2,ماكامبارا هي بلدية البرازيلية الصغيرة في الجزء الغربي من ولاية ريو غراندي دو سول.,"Maçambara estas municipo en la brazila subŝtato Suda Rio-Grando, kiu havis 4.738 loĝantojn en 2010 ."
http://www.wikidata.org/entity/Q276290,2,الفئران المجردة (هيتيروسيفالوس غلابر)، المعروف أيضا باسم الجرو الرمل أو الفئران الخلد الصحراوي، هو بليسيمول تختبئ الأصلي إلى أجزاء من شرق أفريقيا، وهو النوع الوحيد المصنف حاليا في جنس هيتيروسيفالوس.,Heterocefalo aŭ nuda talpo-rato [1] (Heterocephalus glaber) estas tute eksternorma ronĝulo el orienta Afriko.
http://www.wikidata.org/entity/Q138585,2,"أوريو / ɔːrioʊ / هو كوكي شطيرة يتكون من اثنين من رقائق الشوكولاته مع كريم حلوة ملء بين، و (اعتبارا من عام 1974) يتم تسويقها بأنها ""الشوكولاته ساندويتش الكوكيز"" على الحزمة التي يتم عقدها.","Oreo estas kuketa sandviĉo farita de la ""Nabisko"" divido de la Kraft manĝo-kompanio."
http://www.wikidata.org/entity/Q3495349,2,ال التعريف، طائفة، بسبب، إنغلاند كنيسة الإقليم، إلى داخل، سوميرس، بلدة، السنترال، لندن.,"La malnova preĝejo Sankta-Pancras (anglalingve St Pancras Old Church), pli simple konita kiel la preĝejo Sankta Pancras (St Pancras Church) antaŭ la konstruo de la nova preĝejo Sankta-Pancras proksime, estas rigardata kiel unu el la plej malnovaj religiaj konstruaĵoj de Londono kaj Anglio rilate al kristana kulto."
http://www.wikidata.org/entity/Q216613,2,التزلج الشمالي هو التزلج حيث كعب الحذاء لا يمكن أن تكون ثابتة للتزلج، على عكس التزلج على جبال الألب.,"Nordia skiado estas komuna nomo por la sportaj disciplinoj de skiado, kiuj ekestis en Skandinavio aŭ Nordio."
http://www.wikidata.org/entity/Q23753,2,راينهارد هوبنتال (ولد في 17 فبراير 1945) هو اسبرانتيست ألماني، فولابوكست (أو فولابوكولوجيست)، مترجم، ولغوي.,Reinhard HAUPENTHAL (naskiĝis la 17-an de februaro 1945) estas pensiiĝinta instruisto pri la germana lingvo kaj katolika religio en Saarbrücken.
http://www.wikidata.org/entity/Q200742,2,"""النشيد الوطني المكسيكي"" (الاسبانية: هيمنو ناسيونال ميكسيكانو)، المعروف أيضا باسم ""المكسيكيين، في صرخة الحرب"" (الإسبانية: المكسيكية، آل غريتو دي غويرا)، هو النشيد الوطني للولايات المكسيكية المتحدة.","La Nacia Himno de Meksiko (Hispane: Himno Nacional Mexicano), estas la nacia himno de Meksiko."
http://www.wikidata.org/entity/Q643188,2,فهرنوالد هي بلدية في حي فوربومرن-جرايفسفالد في شرق ولاية مكلنبورغ فوربومرن الألمانية الاتحادية.,Fahrenwalde estas komunumo en Germanio.
http://www.wikidata.org/entity/Q1070389,2,فوزوكاني (المجرية: بوزونيفيزكيني) هي قرية وبلدية في منطقة غالانتا من منطقة ترنافا من جنوب غرب سلوفاكيا.,"Vozokany, hungare Pozsonyvezekény estas vilaĝo en Slovakio, en Regiono Trnava, en Distrikto Galanta."
http://www.wikidata.org/entity/Q160124,2,واعتمد العلم الوطني لطاجيكستان (الطاجيكية: Парчами Тоҷикистон / پرچم تاجیکستان) في نوفمبر 1992، لتحل محل علم الجمهورية الاشتراكية السوفيتية السوفيتية عام 1953.,"La flago de Taĝikio estis la lasta ŝanĝita de la antaŭaj flagoj de sovetaj respublikoj (taĝike: Парчами Тоҷикистон, Parcami Toçikiston), kiu estis adoptita en novembro 1992."
http://www.wikidata.org/entity/Q200832,2,مورتيو هي بلدية، في دائرة دوبس في منطقة فرانش كومتي في شرق فرنسا.,"Morteau estas komunumo en Francio, en departemento Doubs, en arondismento Besançon."
http://www.wikidata.org/entity/Q30390,2,السنة 52 (لي) كانت سنة كبيسة ابتداء من يوم السبت (رابط سوف يعرض التقويم الكامل) للتقويم جوليان.,"En la jaro 52 post Kristo okazis, interalie:"
http://www.wikidata.org/entity/Q566123,2,هاسلوه هي بلدية في منطقة بينبيرغ، في شليسفيغ هولشتاين، ألمانيا.,Hasloh estas komunumo en Germanio.
http://www.wikidata.org/entity/Q204261,2,سابين برثيلوت (4 أبريل 1794 - 10 نوفمبر 1880) كان عالم الطبيعة الفرنسية وعلم الأعراق.,"Sabin Berthelot (naskiĝis la 4-an de aprilo 1794, en Marseille, mortis la 10-an de novembro 1880, en Santa Cruz de Ténérife) estis franca natursciencisto kaj etnologoLi estis loĝanto de la Kanarioj dum parto de sia vivo, kaj kunverkis L'Histoire Naturelle des Îles Canaries kun Philip Barker Webb."
http://www.wikidata.org/entity/Q3314670,2,العصفور الأسود (بيوكايا هوميراليس) هو نوع من الطيور في عائلة إمبريزيداي المتوطن في المكسيك.,"La Nigrabrusta ajmofilo (Aimophila humeralis) estas specio de birdoj de la familio de Emberizedoj kaj genro de Ajmofiloj, kiu enhavas speciojn kun rimarkindaj kapobildoj."
http://www.wikidata.org/entity/Q41044,2,الروبل أو الروبل (الروسية: рубль، روبل، الجمع рубли، روبلي؛ انظر مذكرة على هجاء اللغة الإنجليزية) (علامة: ₽؛ رمز: روب) هو العملة من روسيا والجمهوريتين المعترف بها جزئيا من أبخازيا وجنوب أوسيتيا.,"Rusia rublo (ruse рубль, simbolo: ₽) estas la monunuo de Rusio."
http://www.wikidata.org/entity/Q1162,2,أرونشال براديش / ˌɑːrəˌnɑːtʃəl prədɛʃ / (अरुणाचल प्रदेश) هي واحدة من تسع وعشرين ولاية من جمهورية الهند.,"Arunaĉal-Pradeŝo estas unu el ŝtatoj de Barato, establita en 1987, nun havanta pli ol unu milionon da loĝantoj."
http://www.wikidata.org/entity/Q852864,2,تراجوبان بليث (تراغوبان بليثي) أو تراغوبان الرمادي بليد هو الدراج الذي هو نوع عرضة للخطر.,"La Grizabdomena tragopano (Tragopan blythi) estas vundebla specio el la ordo de Kokoformaj birdoj kaj familio de fazanedoj kiu vivas en sudorienta Tibeto de Ĉinio, orienta Bhutano kaj Asamo de Barato."
http://www.wikidata.org/entity/Q594298,2,ستينويلر هي بلدية في منطقة جيرمرشيم، في راينلاند بالاتينات، ألمانيا.,Steinweiler estas komunumo en Germanio.
http://www.wikidata.org/entity/Q155862,2,61 دانا (/ dænəjiː / دان-ə-يي أو /dəneɪ.ə/ də-ناي-ə) هو معتدل كبير، الصخر الرئيسي حزام الكويكب.,61 Danao estas mezgranda sed hela S-tipa asteroido de la asteroida zono.
http://www.wikidata.org/entity/Q726143,2,تيما هي مدينة على خليج غينيا والساحل الأطلسي من غانا.,Tema estas grandurbo kaj havenurbo en Ganao.
http://www.wikidata.org/entity/Q94601,2,والتركية أوسلاتد (ميلياغريس أوسلاتا) هو نوع من تركيا يقيم في المقام الأول في شبه جزيرة يوكاتان.,La Jukatana meleagro (Meleagris ocellata) estas specio de Meleagro loĝanta en Jukatano.
http://www.wikidata.org/entity/Q31884,2,وذيل النحل الأزرق الذيل (ميروس فيليبينوس) هو الطيور المارة القريبة في عائلة النحل النحل ميروبيداي.,"La Filipina abelmanĝulo aŭ Bluvosta abelmanĝulo, Merops philippinus estas preskaŭpaserina birdo de la familio Meropedoj aŭ abelmanĝuloj."
http://www.wikidata.org/entity/Q957649,2,أراغوانا هي بلدية تقع في ولاية توكانتينس البرازيلية.,"Araguanã estas municipo en la brazila subŝtato Tokantinso, kiu havis 5.030 loĝantojn en 2010 ."
http://www.wikidata.org/entity/Q2892081,2,تالبا دي أليندي هي مدينة وبلدية في خاليسكو، المكسيك.,Talpa de Allende estas unu el la 126 komunumoj de la meksika subŝtato Jalisco.
http://www.wikidata.org/entity/Q3141626,2,ديكتيوسبيرما هو جنس موحد من النباتات المزهرة في أسرة النخيل وجدت في جزر ماسكارين في المحيط الهندي (موريشيوس، ريونيون ورودريغز).,"La uragana palmo (Dictyosperma album) estas endemia palmospecio sur Maskarenoj, kreskante ĝis 20 m.Ĝia subspecio estas Dictyosperma album var."
http://www.wikidata.org/entity/Q559316,2,ريتشارد، دوق بورغندي (858-921)، المعروف أيضا باسم ريتشارد أوتون أو ريتشارد جوستيسيار، كان كونت أوف أوتون من 880 وأول مارجريف ودوق بورغندي.,.Rikardo la Juĝejestro establita de Bozono estis nomumita markizon poste unuan dukon de Burgundio kaj unu el la ses originaj laikaj pajroj de Francio fare de lia suzereno la reĝo Ludoviko la Tria.
http://www.wikidata.org/entity/Q1110811,2,غريبوف هي قرية وبلدية في منطقة ستروبكوف في منطقة بريشوف في شمال شرق سلوفاكيا.,"Gribov, hungare Kisgombás [kiŝgombAŝ], rutene Ґрибів [ĥribiv]) estas malgranda vilaĝeto kaj municipo en Slovakio."
http://www.wikidata.org/entity/Q81978,2,كاديز هي مقاطعة من جنوب اسبانيا، في الجزء الجنوبي الغربي من منطقة الحكم الذاتي في الأندلس، الجزء الجنوبي من أوروبا الغربية القارية فضلا عن القارة بأكملها.,La provinco Kadizo (hispane Cádiz [kAdis]) situas en suda parto de Hispanio en Andaluzio.
http://www.wikidata.org/entity/Q215681,2,وكان السير لانسلوت دو لاك (بمعنى لانسلوت البحيرة، عمد كما جلهاد) واحدة من فرسان المائدة المستديرة في أسطورة أرثوريان.,"Lanceloto, estas kavaliro de la Ronda Tablo de Reĝo Arturo en Artura legendo.Li estis la filo de Reĝo Ban kaj Elaine de Benoic."
http://www.wikidata.org/entity/Q2041821,2,وكان الرائد باسيرو دابو (12 آذار / مارس 1958 - 5 حزيران / يونيه 2009) سياسيا من غينيا بيساو.,"Baciro Dabó (naskiĝis la 12-an de marto 1958, pafmortigita la 5-an de junio 2009) estis politikisto en la okcident-afrika ŝtato Gvineo Bisaŭa."
http://www.wikidata.org/entity/Q485500,2,"راديو الحرة أوروبا / راديو الحرية (رفي / رل) هي هيئة البث التي توفر الأخبار والمعلومات والتحليل لدول أوروبا الشرقية وآسيا الوسطى والشرق الأوسط ""حيث يتم حظر التدفق الحر للمعلومات إما من قبل السلطات الحكومية أو لا مطور بالكامل"".",Radio Libera Eŭropo aŭ Radio Eŭropo Libera (English Radio Free Europe) estis usona propaganda radio dum la malvarma milito.
http://www.wikidata.org/entity/Q53382,2,توريانو (سلوفينية: تافورجانا) هي بلدية تقع في مقاطعة أوديني في المنطقة الإيطالية فريولي-فينيتسيا جوليا، وتقع على بعد حوالي 60 كيلومترا (37 ميل) شمال غرب تريستي وحوالي 15 كيلومترا (9 ميل) شمال شرق أوديني، على الحدود مع سلوفينيا.,Torreano estas komunumo de Italio.
http://www.wikidata.org/entity/Q83799,2,نحن (الروسية: Мы) هو رواية ديستوبيان من قبل يفغيني زامياتين الانتهاء في عام 1921.,"Ni (ruse:Мы, verkita 1920—1921) estas romano far Jevgenij Zamjatin."
http://www.wikidata.org/entity/Q134720,2,مارتينا هينجيس (ولدت في 30 سبتمبر 1980) هو لاعب التنس المهنية السويسري الذي هو حاليا في المرتبة العالم رقم,Martina Hingis estas svisa tenisistino de ĉeĥa kaj hungara deveno.
http://www.wikidata.org/entity/Q655844,2,لارس كريستيان إنغستروم (ولد في 9 فبراير 1960) هو مبرمج كمبيوتر سويدي، ناشط وسياسي.,"Christian ENGSTRÖM (naskiĝis la 9-an de februaro 1960 en Stokholmo) estas sveda programisto kaj politikisto de Pirata Partio, ekde 2009 Membro de Eŭropa Parlamento.De 1980-aj jaroj ĝis fondiĝo de Piratpartiet en 2006 Engström membris en Popola Partio - La Liberaluloj."
http://www.wikidata.org/entity/Q370736,2,وكان رأس الرجاء الصالح، المعروف أيضا باسم مستعمرة كيب (الهولندية: كابكولوني)، مستعمرة بريطانية في جنوب أفريقيا الحالية وناميبيا، سميت باسم رأس الرجاء الصالح.,"Kabkolonio (nederlande Kaapkolonie, angle Cape Colony) estis nederlanda kolonio unue establita en la jaro 1691 ĉe la Kabo de Bona Espero en Sud-Afriko."
http://www.wikidata.org/entity/Q183421,2,كانت مذبحة مى لاي (الفيتنامية: ثيم سات مى لاي)، [ملج]؛ / ˌmiːlaɪ /، / ˌmiːleɪ /، أو / ˌmaɪlaɪ /) هي القتل الجماعي لحرب فيتنام بين 347 و 504 مدنيين عزل في الجنوب فيتنام يوم 16 مارس 1968.,"La masakro de My Lai estis militkrimo de usona armeo, kiu okazis dum la vjetnama milito en la sudvjetnama vilaĝo nomata My Lai."
http://www.wikidata.org/entity/Q87044,2,لاديسلوس الثاني أو لاديسلاس الثاني (المجرية: إي.,"Ladislao la 2-a estis uzurpinta hungara reĝo aŭ kontraŭreĝo.Ladislao naskiĝis en 1131, kiel pli juna nevo de Stefano la 3-a."
http://www.wikidata.org/entity/Q1186056,2,بريبوفس هي قرية وبلدية في منطقة مارتن في منطقة جيلينا شمال سلوفاكيا.,"Príbovce hungare Pribóc, germane Pribotz [priboc] estas vilaĝo kaj municipo en Slovakio."
http://www.wikidata.org/entity/Q1093672,2,الملغس الأبيض المجنح (أوروسيسا ويتهيدي) هو طائر ممر لعائلة الغراب، كورفيداي.,La Blankflugila pigo (Urocissa whiteheadi) estas specio de birdo de la familio de korvoj kaj pigoj aŭ Korvedoj.
http://www.wikidata.org/entity/Q208104,2,"زابير ""شابي"" ألونسو أولانو، [25] نوفمبر / تشرين الثاني 1981) هو لاعب كرة قدم إسباني يلعب للنادي الألماني بايرن ميونخ لاعب وسط خط الوسط.","Xabi ALONSO aŭ plennome Xabier Alonso Olano (prononco [ˈʃabi aˈlons̺o], naskiĝis la 25-an de novembro 1981(nun 1981-11-25), do nun 34-aĝa) estas eŭska hispania futbalisto."
http://www.wikidata.org/entity/Q111235,2,مقاطعة بون هي مقاطعة تقع في الولايات المتحدة.,"Kantono Boone (Iovao) (Boone County, English) estas unu el la 99 kantonoj de la usona subŝtato Iovao (Iowa)."
http://www.wikidata.org/entity/Q158070,2,930 ويستفاليا هو كوكب صغير يدور حول الشمس.,"930 Vestfalio estas malgranda malhela asteroido de la ĉefa asteroida zono,malkovrita la 10-an de marto 1920 de la germana astronomo Walter Baade elde la Observatorio de Hamburgo, en Hamburg-Bergedorf.Ĝi ricevis la nomon de la germana regiono Vestfalio, naskiĝloko de la malkovrinto."
http://www.wikidata.org/entity/Q165765,2,دورنير فلوجزيوغويرك هي شركة ألمانية لصناعة الطائرات تأسست في فريدريشهافين في عام 1914 من قبل كلوديوس دورنيه.,"La Dornier-Werke GmbH (originale Dornier-Metallbauten GmbH), mallonge Dornier estis germana avioprodukta firmao en Manzell (hodiaŭ apartenas al Friedrichshafen ĉe Bodensee), kiu havis uzinojn en la 1930-aj jaroj en Neuaubing ĉe München kaj en Oberpfaffenhofen same en Wismar (Norddeutsche Dornier-Werke GmbH)."
http://www.wikidata.org/entity/Q202221,2,كوارنستدت هي بلدية في منطقة شتاينبورغ، في شليسفيغ هولشتاين، ألمانيا.,Quarnstedt estas komunumo en Germanio.
http://www.wikidata.org/entity/Q165381,2,والهوسن هي بلدية في منطقة باد كريوزناش في راينلاند بالاتينات، في غرب ألمانيا.,Wallhausen estas komunumo en Germanio.
http://www.wikidata.org/entity/Q22889,2,باث (/ bɑːθ / أور / bæθ /؛ اللاتينية: أكوي سوليس، ويلز: كايرفادون)، هي مدينة تقع في مقاطعة سومرست في إنجلترا، المعروفة بحماماتها الرومانية.,Bath estas urbo situanta en SU de Anglio (51° 22'N - 2° 21'U) proksime al urbo Bristol.
http://www.wikidata.org/entity/Q653391,2,سفرسينوفيك هي قرية وبلدية في منطقة Čadca في منطقة جيلينا شمال سلوفاكيا.,"Svrčinovec (hungare Fenyvesszoros [fenjveŝsoroŝ], pole Świerczynowiec) estas vilaĝo en Slovakio."
http://www.wikidata.org/entity/Q707744,2,سانت فروكتوسوس من تاراجونا (الكاتالونية: سانت فروكتوس (توفي 259) كان أسقف، قديس مسيحي، والشهيد.,Fructuosus (mortis la 21-an de januaro 259) estis la unua laŭnome konata episkopo de la romia urbo Tarraco (nuntempe Taragono in Katalunio).Dum la persekutado de kristanoj sub la romiaj imperiestroj Valeriano kaj Galieno Fructuosus kune kun siaj diakonoj Augurius kaj Eulogius enkarceriĝis kaj martire mortis per bruliĝo.
http://www.wikidata.org/entity/Q52145,2,جيورديغنانو هي بلدة ومدينة في مقاطعة ليتشي في منطقة أبوليا في جنوب شرق إيطاليا.,Giurdignano estas komunumo de Italio.
http://www.wikidata.org/entity/Q436763,2,وكان الجنرال خوسيه سانجوريو ي ساكانيل، الماركيز الأول من ريف (28 مارس 1872 - 20 يوليو 1936)، جنرال في الجيش الاسباني الذي كان واحدا من كبار المتآمرين في الانتفاضة العسكرية التي أدت إلى الحرب الأهلية الإسبانية.,"José Sanjurjo Sacanell [sanĥUrĥo sakanEl] (Pamplona, 28-a de marto de 1872 - Estoril, Portugalio, 20-a de julio de 1936), estis hispana militisto, unu el la insurekciantoj en la puĉo de la 17a kaj 18 de julio de 1936 kontraŭ la Respubliko."
http://www.wikidata.org/entity/Q157675,2,فاتنفال هي شركة الطاقة السويدية، المملوكة بالكامل من قبل الحكومة السويدية.,"svede por akvofalo Vattenfall Europe AG ekestis 2002 el la fusio de kelkaj elektrokompanioj, nome Hamburgische Electricitäts-Werke kaj Vereinigte Energiewerke AG kun la brunkarbomineja kompanio LAUBAG, al kiu aldoniĝis en la jaro 2003 die la berlina Bewag."
http://www.wikidata.org/entity/Q338838,2,جوني كوليز (3 يوليو 1926 في ترينتون، نيو جيرسي - 21 ديسمبر 1997 في فيلادلفيا، بنسلفانيا) كان عازف الجاز الأمريكي.,"Johnny Coles (John David Coles, * 3-an de julio 1926 en Trenton/Nov-Ĵerzejo; † 21-an de decembro 1997 en Filadelfio/Pensilvanio) estis usona ĵaztrumpetisto kaj flugilkornisto."
http://www.wikidata.org/entity/Q55052,2,ميليتو إربينو هي بلدة ومدينة في مقاطعة أفيلينو، كامبانيا، إيطاليا.,Melito Irpino estas komunumo de Italio.
http://www.wikidata.org/entity/Q153008,2,زولتان كودالي (المجرية: كودالي زولتان، [كوداج زولتان]؛ 16 ديسمبر 1882 - 6 مارس 1967) كان الملحن الهنغاري، علم الأعراق، والمعلم، ولغوي، والفيلسوف.,"Zoltán KODÁLY [kodAj] hungare KODÁLY Zoltán (16-a de decembro, 1882 en Kecskemét, Hungario – 6-a de marto 1967 en Budapeŝto) estis esploranto de la hungara kaj mezeŭropa popola muziko."
http://www.wikidata.org/entity/Q381254,2,كادر عبد الله (الفارسي: قادر عبدالله، ولد في 12 نوفمبر 1954 في أراك، إيران) هو كاتب فارسى هولندي، شاعر وكاتب عمود.,"Kader ABDOLAH (perse: عبداله قادر), pseŭdonimo van Hossein Sadjadi Ghaemmaghami Farahani (Arak, 12-an de decembro 1954) estas irana-nederlanda verkisto kiu en 1988 ekloĝis en Nederlando."
http://www.wikidata.org/entity/Q173612,2,سوبيروردر زينارثرا هو مجموعة من الثدييات المشيمة، موجودة اليوم فقط في الأمريكتين ويمثلها النملون، الكسل شجرة، و المدرع.,La ksenartroj estas neotropisaj membroj de superordo kiun konsistigas la ordoj de pilosoj (Pilosa) kaj cingulatoj (Cingulata).
http://www.wikidata.org/entity/Q624955,2,فليدن هي بلدية في منطقة فولدا، في هيس، ألمانيا.,Flieden estas komunumo en Germanio.
http://www.wikidata.org/entity/Q513710,2,روسلاو هي بلدية في منطقة وونزيدل في بافاريا في ألمانيا.,Röslau estas komunumo en Germanio.
http://www.wikidata.org/entity/Q144663,2,هنغيانغ (الصينية المبسطة: 衡阳؛ الصينية التقليدية: 衡陽؛ بينيين: هينغيانغ) هي ثاني أكبر مدينة في مقاطعة هونان، الصين.,"Hengjang, ĉine 衡阳/衡陽 estas metropolo en Ĉinio."
http://www.wikidata.org/entity/Q1186813,2,توفيج هي قرية في مقاطعة زالا، المجر.,"Tófej estas malgranda vilaĝo en Hungario, en regiono Okcidenta Transdanubio, en departemento Zala, en subregiono de Zalaegerszeg."
http://www.wikidata.org/entity/Q314536,2,الجامعة النرويجية للعلوم والتكنولوجيا (النرويجية: نورجس تكنيسك-ناتورفيتنسكابليج ونيفرزيتيت، مختصر نتنو) هي جامعة البحوث العامة مع الجامعات في مدن تروندهايم، غفيك و أوليسون في النرويج.,"La teknika-naturscienca universitato de Norvegio (Norges teknisk-naturvitenskapelige universitet (NTNU)) estas universitato norvega, lokita en Trondheim, meza Norvegio."
http://www.wikidata.org/entity/Q521716,2,بوهرانيس ​​(المجرية: بوغراني) هي قرية وبلدية في منطقة نيترا في وسط غرب سلوفاكيا، في منطقة نيترا.,"Pohranice, hungare Pográny [pogrAnj] estas vilaĝo kaj municipo en Slovakio."
http://www.wikidata.org/entity/Q12060974,2,محطة كييكيو توميوكا (كييكي توميوكا-إكي) هي محطة للسكك الحديدية يديرها خط كييكي كييكي الرئيسي في كانازاوا-كو، يوكوهاما، محافظة كاناغاوا، اليابان.,"Stacio Keikyū-Tomioka (japane: 京急富岡駅 [Kejkjuu-Tomioka-eki], angle: Keikyū Tomioka Station) estas fervoja stacio en Kvartalo Kanazaŭa, Jokohamo, Gubernio Kanagaŭa, Japanio."
http://www.wikidata.org/entity/Q2439514,2,نارول [الأوكرانية: Наріль، ناريل ') هي بلدة في بودكارباسي فوافوديشيب، في مقاطعة لوباتشو، بولندا.,Narol estas urbo en Antaŭkarpatio en Pollando.
http://www.wikidata.org/entity/Q172763,2,فرقة الفرح كانت فرقة الروك الإنجليزية التي شكلت في عام 1976 في سالفورد، مانشستر الكبرى.,"Joy Division estis brita rokmuzika grupo formita en 1976 en Salford, Greater Manchester."
http://www.wikidata.org/entity/Q29240,2,هرم القمر هو ثاني أكبر الهرم في تيوتيهواكان، المكسيك بعد هرم الشمس.,La Piramido de la Luno estas la dua plej granda piramido en la antikva urbo Teotiŭakano de Meksiko post la Piramido de la Suno.
http://www.wikidata.org/entity/Q34061,2,السنة 341 (ككشلي) كان عاما شائعا ابتداء من يوم الخميس (رابط سيعرض التقويم الكامل) للتقويم جوليان.,"En la jaro 341 post Kristo okazis, interalie:"
http://www.wikidata.org/entity/Q2875020,2,أير هي بلدة ومحلية في شير بوردكين، كوينزلاند، أستراليا.,"Ayr estas urbo situanta proksime de la delto de la riverego Burdekin River, en Kvinslando (Aŭstralio), je 1274 km nord-okcidente de Brisbano kaj je 88 km sud-oriente de Townsville, sur la aŭtovojego Bruce Highway."
http://www.wikidata.org/entity/Q933645,2,كونهيغيس هي مدينة في جاش-ناغيكون-زولنوك، المجر.,"Kunhegyes [kunhedjeŝ] estas urbo en orienta Hungario, en regiono Norda Ebenaĵo, en departemento Jász-Nagykun-Szolnok, en Distrikto Kunhegyes, kies centro estas."
http://www.wikidata.org/entity/Q42937,2,في الأساطير اليونانية، وشنت حرب طروادة ضد مدينة تروي من قبل الآشيين (اليونانيين) بعد باريس تروي استغرق هيلين من زوجها مينلوس، ملك سبارتا.,"La Troja Milito estas evento je la limo inter historio kaj legendo, kaj esenca elemento de la antikva helena kulturo."
http://www.wikidata.org/entity/Q1095701,2,جيمر (الألمانية: (نادرة) غومر، جيمر؛ المجرية: ساجوغومور) هي قرية وبلدية في منطقة ريفوكا في منطقة بانسكا بيستريكا سلوفاكيا.,"Gemer, hungare Sajógömör estas vilaĝo en Slovakio, en Regiono Banská Bystrica, en Distrikto Revúca."
http://www.wikidata.org/entity/Q55789,2,جان جاكوب تواردوفسكي (1 يونيو 1915 - 18 يناير 2006) كان شاعرا بولنديا وكاهنا كاثوليكيا.,"Jan TWARDOWSKI (naskiĝis la 1-an de junio 1915 en Varsovio, mortis la 18-an de januaro 2006 samloke) – katolika pastro, honora prelato de la papo Johano Paŭlo la 2-a, pola poeto, reprezentanto de religia liriko."
http://www.wikidata.org/entity/Q157164,2,باسيفلوراسي هو عائلة من النباتات المزهرة، التي تحتوي على حوالي 750 نوعا تصنف في حوالي 27 جنسا.,La pasifloracoj (latine: Passifloraceae) estas plantfamilio ene de la ordo de la Malpigialoj (Malpighiales).
