Main-Item,Summary 1,Target
http://www.wikidata.org/entity/Q46728,<start> La estas komunumo de Italio. <end>,<start> La fiĝa hinda lingvo estas parolata en Fiĝioj de < 0  milionoj da parolantoj . <end>
http://www.wikidata.org/entity/Q653338,<start> estas komunumo de Italio. <end>,<start> Orsfeld estas komunumo en Germanio . <end>
http://www.wikidata.org/entity/Q674538,<start> estas komunumo de Italio. <end>,<start> Groß Flotow estas komunumo en Germanio . <end>
http://www.wikidata.org/entity/Q1785855,<start> La estas komunumo en Germanio. <end>,"<start> Pinhal estas municipo en la brazila subŝtato Suda Rio-Grando , kiu havis 0  loĝantojn en <year>  . <end>"
http://www.wikidata.org/entity/Q47670,<start> estas komunumo en Germanio. <end>,"<start> Black Sabbath estas angla metalroka muzikgrupo , kreita en <year>  en Birmingham , Anglio . <end>"
http://www.wikidata.org/entity/Q16239,<start> estas komunumo en Germanio. <end>,"<start> Veilly estas franca komunumo , kiu situas en departemento Orbordo en regiono Burgonjo-Franĉkonteo . <end>"
http://www.wikidata.org/entity/Q1789963,<start> estas komunumo en Germanio. <end>,<start> Kronoby ( en la finna : Kruunupyy ) estas komunumo en la provinco Ostrobotnio de Finnlando . <end>
http://www.wikidata.org/entity/Q553263,<start> estas komunumo en Germanio. <end>,<start> Windesheim estas komunumo en Germanio . <end>
http://www.wikidata.org/entity/Q102066,<start> estas komunumo en Germanio. <end>,"<start> Navigado ( aŭ navigacio laŭ la 0  - a oficiala aldono al la fundamento de Esperanto ) estas la ago vojaĝi per tiucela veturilo sur maro , lagoj aŭ riveroj , sub la akvosurfaco , en la aero de la tera orbito aŭ en la kosmo , orientiĝi pri la pozicio de la veturilo kaj direkti ties vojon . <end>"
http://www.wikidata.org/entity/Q1067631,<start> estas komunumo en Germanio. <end>,<start> La Hindia kriaglo ( Aquila hastata ) estas granda sudazia rabobirdo . <end>
http://www.wikidata.org/entity/Q25605,<start> La estas komunumo en Germanio. <end>,"<start> La insulo Bruny estas insulo ĉe la sudorienta marbordo de Tasmanio , Aŭstralio , el kiu ĝi estas separata de la Kanalo Dentrekastoa . <end>"
http://www.wikidata.org/entity/Q258766,<start> estas komunumo en Germanio. <end>,"<start> Por la 0  - jarcenta romanisto Samuel Butler , vidu Samuel Butler ( romanisto ) Samuel BUTLER ( n. la 0  - an de februaro <year>  , m. la 0  - an de septembro <year>  ) estis angla poeto kaj satiristo.Li estis filo de kultivisto kaj edukiĝis en Worcester ĉe la reĝa lernejo . <end>"
http://www.wikidata.org/entity/Q13205,<start> estas komunumo de Italio. <end>,"<start> La Stadiono de Francio , aŭ franclingve Stade de France , estas la plej granda franca stadiono : li povas gastigi 0  spektantojn dum futbalaj aŭ rugbeaj maĉoj . <end>"
http://www.wikidata.org/entity/Q6238,<start> estas komunumo en Germanio. <end>,<start> Amelia estas komunumo de Italio . <end>
http://www.wikidata.org/entity/Q483382,<start> estas komunumo en Germanio. <end>,<start> Steve WOZNIAK [ sti : v ŭoznijak ] ( naskiĝis 0  - an de aŭgusto <year>  ) estas komputikisto kaj filantropo . <end>
http://www.wikidata.org/entity/Q70444,<start> estas komunumo en Germanio. <end>,"<start> Gorgier estas komunumo en la distrikto Boudry en Kantono Neŭŝatelo , Svislando . <end>"
http://www.wikidata.org/entity/Q1785542,<start> estas komunumo de Italio. <end>,"<start> Vila Lângaro estas municipo en la brazila subŝtato Suda Rio-Grando , kiu havis 0  loĝantojn en <year>  . <end>"
http://www.wikidata.org/entity/Q697005,<start> estas komunumo de Italio. <end>,<start> Hübitz estas komunumo en Germanio . <end>
http://www.wikidata.org/entity/Q437129,<start> estas komunumo de Italio. <end>,"<start> Evelyn Thomas ( naskiĝinta la 0  - an de aŭgusto <year>  ) estas kantistino el Chicago , Illinois , plej multe konata pro sia danca furorkanto "" High Energy "" . <end>"
http://www.wikidata.org/entity/Q930544,<start> estas komunumo de Italio. <end>,"<start> 0  Tvardovskij estas malbone konata asteroido de la asteroida zono , malkovrita la 0  - an de septembro <year>  de la rusa astronomo Nikolaj Stepanoviĉ Ĉerniĥ elde la Krimea astrofizika observatorio de Nauĉno en Ukrainio . Ĝia nomo honoras la rusan sovetan verkiston Aleksandr Trifonoviĉ Tvardovskij ( cirile Александр Трифонович Твардовский , <year>  – <year>  ) . <end>"
http://www.wikidata.org/entity/Q39467,<start> estas komunumo de Italio. <end>,<start> Cuveglio estas komunumo de Italio . <end>
http://www.wikidata.org/entity/Q24981,<start> estas komunumo de Italio. <end>,"<start> En la jaro 0  post Kristo okazis , interalie : <end>"
http://www.wikidata.org/entity/Q680529,<start> estas komunumo en Germanio. <end>,<start> Liešno ( hungare Turócerdőd germane Liexen ) estas vilaĝo kaj municipo en Slovakio . <end>
http://www.wikidata.org/entity/Q948367,<start> estas komunumo en Germanio. <end>,<start> Janowiec Wielkopolski estas urbo en Kujavio-Pomerio en Pollando . <end>
http://www.wikidata.org/entity/Q463141,<start> estas komunumo en Germanio. <end>,"<start> La Nacia Parko "" Doñana "" ( Prononcu Donjana ) estas grava naturrezervejo en Hispanio , grandas 0  Ha . <end>"
http://www.wikidata.org/entity/Q67891,<start> estas komunumo de Italio. <end>,"<start> Lüterswil-Gächliwil estas komunumo en la distrikto Bucheggberg en Kantono Soloturno , Svislando . <end>"
http://www.wikidata.org/entity/Q776171,<start> estas komunumo en Germanio. <end>,<start> Hernando aŭ Fernando Yáñez de la Almedina ( fl . <end>
http://www.wikidata.org/entity/Q372863,<start> estas komunumo en Germanio. <end>,<start> Concentus Musicus Wien estas instrumenta ensemblo specialiĝinta pri la prezentado de antikva muziko . <end>
http://www.wikidata.org/entity/Q8170,<start> estas komunumo en Germanio. <end>,<start> La distriktaro Tübingen estas unu el kvar administraj distriktaroj de la germana federacia lando Baden-Virtembergo . <end>
http://www.wikidata.org/entity/Q163759,<start> La estas komunumo en Germanio. <end>,<start> La korno estas latuna blovinstrumento . <end>
http://www.wikidata.org/entity/Q101258,<start> estas komunumo en Germanio. <end>,<start> Mornico al Serio estas komunumo de Italio . <end>
http://www.wikidata.org/entity/Q6577802,<start> estas komunumo de Italio. <end>,<start> Siluredoj estas familio de katfiŝoj ( ordo Siluroformaj ) . <end>
http://www.wikidata.org/entity/Q1084278,<start> estas komunumo en Germanio. <end>,"<start> 0  Jamesmcdanell estas malbone konata asteroido de la asteroida zono , malkovrita la 0  - an de junio <year>  de la usonaj geastronomoj Eleanor Francis Helin kaj Schelte J. Bus elde la Observatorio de Siding Spring , apud Coonabarabran en Novsudkimrio ( Aŭstralio ) . Ĝia nomo honoras James P. McDanell , kiu pasis preskaŭ tri jardekojn ĉe la Jet Propulsion Laboratory antaŭ emeritiĝi en <year>  . <end>"
http://www.wikidata.org/entity/Q30427,<start> estas komunumo de Italio. <end>,"<start> En la jaro 0  post Kristo okazis , interalie : <end>"
http://www.wikidata.org/entity/Q399,<start> estas komunumo de Italio. <end>,"<start> Armenio aŭ Armenujo ( en armena lingvo Հայաստան , Hajastán , el Հայք Hajkh ) , oficiale Armena Respubliko , estas montara lando , ŝtato sen marelirejo , situanta en suda Kaŭkazio . <end>"
http://www.wikidata.org/entity/Q3970702,<start> estas komunumo de Italio. <end>,"<start> Stacio Rokkō ( japane : 六甲駅 [ Rokkō-eki ] , angle : Rokkō Station ) estas fervoja stacio en Kvartalo Nada , Kobe , Gubernio Hjogo , Japanio . <end>"
http://www.wikidata.org/entity/Q369386,<start> estas komunumo en Germanio. <end>,"<start> Vrŝaĉki Ritovi , serbe Вршачки Ритови , kroate Vršački Ritovi , hungare Verseci Rétek [ verŝeci rEtek ] estas tre malgranda vilaĝo en Serbio en aŭtonomio Vojvodino , en distrikto Suda Banato en municipo de Versec . <end>"
http://www.wikidata.org/entity/Q160680,<start> estas komunumo en Germanio. <end>,"<start> La belarusa rublo ( belaruse rubiel , ISO-kodo BYR , antaŭ la jaro <year>  BYB ) estas la oficiala valuto de Belarusio ( aŭ Belorusio , nacilingve Belarus ) . <end>"
http://www.wikidata.org/entity/Q53931,<start> estas komunumo de Italio. <end>,<start> Paterno Calabro estas komunumo de Italio . <end>
http://www.wikidata.org/entity/Q52133,<start> estas komunumo de Italio. <end>,<start> Copertino estas komunumo de Italio . <end>
http://www.wikidata.org/entity/Q776965,<start> estas komunumo de Italio. <end>,"<start> Klaipėda estas la tria plej granda urbo de Litovio , situas ĉe la Balta Maro , enhavas 0  0  loĝantojn kaj estas la ĉefa haveno de la lando . <end>"
http://www.wikidata.org/entity/Q118821,<start> estas komunumo en Germanio. <end>,"<start> La Insulo Sala kaj Gómez aŭ Salas y Gómez ( Motu Motiro Hiva en rapanuia , « insuleto de la birdo survoje al Hiva » ) estas insulo neloĝata situanta en la sudorienta Pacifiko , apartenanta al Ĉilio . <end>"
http://www.wikidata.org/entity/Q710796,<start> estas komunumo en Germanio. <end>,"<start> 0  Servián estas malbone konata asteroido de la asteroida zono , malkovrita la 0  - an de februaro <year>  de la japanaj astronomoj Hiroshi Kaneda kaj Seiji Ueda elde la observatorio de Kuŝiro en Hokajdo ( Japanio ) . Ĝi estis nomita en memoro de Berta E. Servián de Flores ( <year>  – <year>  ) , unua pilotino de Paragvajo . <end>"
http://www.wikidata.org/entity/Q981442,<start> La estas komunumo de Italio. <end>,<start> Jean-Marie DEDECKER ( naskiĝis en Nieuwpoort je la 0  - an de junio <year>  ) estas liberala politikisto el Ostendo - Belgio . <end>
http://www.wikidata.org/entity/Q3847320,<start> estas komunumo de Italio. <end>,<start> Cuichapa estas komunumo en la meksika subŝtato Veracruz . <end>
http://www.wikidata.org/entity/Q1074190,<start> estas komunumo en Germanio. <end>,"<start> Rinyaújnép [ rinjaUjnEp ] estas tre malgranda vilaĝo en Hungario , en regiono Suda Transdanubio , en departemento Somogy , en subregiono de Barcs . <end>"
http://www.wikidata.org/entity/Q541956,<start> estas komunumo en Germanio. <end>,<start> Wittenberge estas komunumo en Germanio . <end>
http://www.wikidata.org/entity/Q1952049,<start> estas komunumo de Italio. <end>,<start> Mogode estas urbo kaj municipo de Kameruno . <end>
http://www.wikidata.org/entity/Q156776,<start> estas komunumo de Italio. <end>,<start> La entrepreno Swiss aŭ pli longe Swiss International Air Lines estas svislanda flugkompanio kun administra sidejo en Bazelo . <end>
http://www.wikidata.org/entity/Q158493,<start> estas komunumo de Italio. <end>,"<start> 0  Mauratombelli estas malbone konata asteroido de la asteroida zono , malkovrita la 0  - an de julio <year>  de la italaj astronomoj Luciano Tesi kaj Andrea Boattini elde la Observatorio de la Monto Pistoiese en provinco de Pistojo ( Italio ) . Ĝi estis nomita en honoro de la itala astronomino Maura Tombelli . <end>"
http://www.wikidata.org/entity/Q16426285,<start> estas komunumo en Germanio. <end>,<start> Belin ( hungare : Bölön boeloen ) estas komunumo en Rumania okcidente de Sfântu Gheorghe . <end>
http://www.wikidata.org/entity/Q73905,<start> La estas komunumo en Germanio. <end>,<start> La Brunfrunta pterutjo ( Pteruthius aenobarbus ) estas birdo specio de la genro de pterutjoj konsiderata iam stranga membro de la silviedoj kaj poste lokita en la familio de timaliedoj . <end>
http://www.wikidata.org/entity/Q20077,<start> estas komunumo en Germanio. <end>,<start> Werdau ( prononcu Verdaŭ ) estas urba komunumo en la federacia lando Saksio de Germanio . <end>
http://www.wikidata.org/entity/Q3849227,<start> estas komunumo en Germanio. <end>,"<start> La Mazaro [ mazaro ] estas rivero en okcidenta Sicilio , en Italio . <end>"
http://www.wikidata.org/entity/Q23590,<start> estas komunumo en Germanio. <end>,<start> Gravellona Toce estas komunumo de Italio . <end>
http://www.wikidata.org/entity/Q1786448,<start> estas komunumo en Germanio. <end>,"<start> Engenho Velho estas municipo en la brazila subŝtato Suda Rio-Grando , kiu havis 0  loĝantojn en <year>  . <end>"
http://www.wikidata.org/entity/Q1104309,<start> estas komunumo en Germanio. <end>,"<start> Kapospula ( kapoŝpula ) estas malgranda vilaĝeto en Hungario , en regiono Suda Transdanubio , en departemento Tolna , en subregiono de Dombóvár. <end>"
http://www.wikidata.org/entity/Q790507,<start> La estas komunumo de Italio. <end>,"<start> Ruská Volová ( hungare Barkócháza ) estas malgranda vilaĝo en Slovakio , en Regiono Prešov , en Distrikto Snina . <end>"
http://www.wikidata.org/entity/Q2669496,<start> estas komunumo en Germanio. <end>,"<start> Jalapa estas unu el la 0  komunumoj de la meksika subŝtato Tabasco , kiu situas en sudorienta parto de Meksiko ( survoje al la duoninsulo Jukatano , ĉe la meksika golfo . <end>"
http://www.wikidata.org/entity/Q213546,<start> La estas komunumo de Italio. <end>,<start> Antonio NOCERINO ( prononco [ anˈtɔːnjo notʃeˈriːno ] ) estas itala futbalisto . <end>
http://www.wikidata.org/entity/Q1535916,<start> La estas komunumo en Germanio. <end>,"<start> György Gottsegen [ djordj gotzegen ] ? , laŭ hungarlingve kutima sinsekvo Gottsegen György estis hungara kuracisto , kuracisto pri internaj malsanoj , kardiologo , profesoro . György Gottsegen [ 0  ] naskiĝis la 0  - an de junio <year>  en Budapeŝto . <end>"
http://www.wikidata.org/entity/Q53890,<start> estas komunumo de Italio. <end>,<start> Laino Borgo estas komunumo de Italio . <end>
http://www.wikidata.org/entity/Q872064,<start> estas komunumo en Germanio. <end>,"<start> Cerovo , hungare Cseri [ ĉeri ] estas malgranda vilaĝeto kaj municipo en Slovakio . <end>"
http://www.wikidata.org/entity/Q469326,<start> La estas komunumo en Germanio. <end>,<start> Beaurieux estas franca komunumo lokita en la departemento Nord kaj en la regiono Nordo-Kaleza Markolo . <end>
http://www.wikidata.org/entity/Q2131539,<start> estas komunumo en Germanio. <end>,"<start> Vilaĝo Jehnědí ( en traduko Ŝafidaĵo ) situas en Ĉeĥio , regiono Pardubice , distrikto Ústí nad Orlicí , ĉe la ŝoseo n-ro 0  inter Ústí nad Orlicí kaj Choceň , 0  km okcidente de Ústí nad Orlicí . <end>"
http://www.wikidata.org/entity/Q1094203,<start> estas komunumo en Germanio. <end>,<start> Okrúhle ( hungare Kerekrét ) estas vilaĝo kaj municipo en Slovakio . <end>
http://www.wikidata.org/entity/Q4460,<start> estas komunumo de Italio. <end>,"<start> La tradicio kaj stilo en la dezajno de persaj ĝardenoj , konataj ankaŭ kiel iranaj ĝardenoj en Irano ( en persa باغ ایرانی Bāgh-e Irāni ) , influis la dezajno de ĝardenoj el Andaluzio al Barato kaj transe . <end>"
http://www.wikidata.org/entity/Q2708600,<start> estas komunumo de Italio. <end>,"<start> 0  Charlierouse estas malbone konata asteroido de la asteroida zono , malkovrita la 0  - an de januaro <year>  elde la Nacia Observatorio de Kitt Peak ( Usono ) en la kadro de la projekto Spacewatch . <end>"
